1,1.22
2,0.99
3,0.99
4,1.16
5,1.2
6,1.07
7,1.35
8,1.45
9,1.11
10,1.31
11,1.02
12,1.08
13,1.03
14,1.07
15,1.27
16,0.85
17,1.03
18,1.47
19,1.42
20,1.2
21,1.44
22,1.51
23,1.63
24,1.48
25,1.47
26,1.49
27,1.18
28,1.62
29,1.47
30,1.7
31,1.56
32,1.53
33,1.76
34,1.69
35,1.62
36,1.39
37,1.13
